GEOID,county,week,cases,pop,county1,week1
19035,18,89,23,11632,18,89
19035,18,90,19,11632,18,90
19035,18,91,25,11632,18,91
19035,18,92,28,11632,18,92
19035,18,93,53,11632,18,93
19035,18,94,32,11632,18,94
19035,18,95,47,11632,18,95
19035,18,96,56,11632,18,96
19035,18,97,54,11632,18,97
19035,18,98,24,11632,18,98
19035,18,99,29,11632,18,99
19035,18,100,34,11632,18,100
19035,18,101,71,11632,18,101
19035,18,102,94,11632,18,102
19035,18,103,147,11632,18,103
19035,18,104,138,11632,18,104
19035,18,105,91,11632,18,105
19035,18,106,51,11632,18,106
19035,18,107,0,11632,18,107
19035,18,108,33,11632,18,108
19035,18,109,7,11632,18,109
19035,18,110,3,11632,18,110
19035,18,111,4,11632,18,111
19035,18,112,0,11632,18,112
19035,18,113,1,11632,18,113
19035,18,114,2,11632,18,114
19035,18,115,2,11632,18,115
19035,18,116,7,11632,18,116
19035,18,117,4,11632,18,117
19035,18,118,2,11632,18,118
19035,18,119,4,11632,18,119
19035,18,120,7,11632,18,120
19035,18,121,15,11632,18,121
19035,18,122,11,11632,18,122
19035,18,123,12,11632,18,123
19035,18,124,3,11632,18,124
19035,18,125,10,11632,18,125
19035,18,126,16,11632,18,126
19037,19,1,0,11970,19,1
19037,19,2,0,11970,19,2
19037,19,3,0,11970,19,3
19037,19,4,0,11970,19,4
19037,19,5,0,11970,19,5
19037,19,6,0,11970,19,6
19037,19,7,0,11970,19,7
19037,19,8,0,11970,19,8
19037,19,9,0,11970,19,9
19037,19,10,2,11970,19,10
19037,19,11,0,11970,19,11
19037,19,12,1,11970,19,12
19037,19,13,2,11970,19,13
19037,19,14,1,11970,19,14
19037,19,15,1,11970,19,15
19037,19,16,1,11970,19,16
19037,19,17,0,11970,19,17
19037,19,18,5,11970,19,18
19037,19,19,2,11970,19,19
19037,19,20,0,11970,19,20
19037,19,21,6,11970,19,21
19037,19,22,6,11970,19,22
19037,19,23,2,11970,19,23
19037,19,24,5,11970,19,24
19037,19,25,6,11970,19,25
19037,19,26,8,11970,19,26
19037,19,27,4,11970,19,27
19037,19,28,8,11970,19,28
19037,19,29,17,11970,19,29
19037,19,30,18,11970,19,30
19037,19,31,17,11970,19,31
19037,19,32,50,11970,19,32
19037,19,33,34,11970,19,33
19037,19,34,46,11970,19,34
19037,19,35,37,11970,19,35
19037,19,36,19,11970,19,36
19037,19,37,15,11970,19,37
19037,19,38,23,11970,19,38
19037,19,39,33,11970,19,39
19037,19,40,62,11970,19,40
19037,19,41,122,11970,19,41
19037,19,42,150,11970,19,42
19037,19,43,110,11970,19,43
19037,19,44,97,11970,19,44
19037,19,45,35,11970,19,45
19037,19,46,34,11970,19,46
19037,19,47,29,11970,19,47
19037,19,48,26,11970,19,48
19037,19,49,37,11970,19,49
19037,19,50,29,11970,19,50
19037,19,51,31,11970,19,51
19037,19,52,10,11970,19,52
19037,19,53,13,11970,19,53
19037,19,54,13,11970,19,54
19037,19,55,11,11970,19,55
19037,19,56,4,11970,19,56
19037,19,57,14,11970,19,57
19037,19,58,4,11970,19,58
19037,19,59,3,11970,19,59
19037,19,60,5,11970,19,60
19037,19,61,4,11970,19,61
19037,19,62,6,11970,19,62
19037,19,63,7,11970,19,63
19037,19,64,3,11970,19,64
19037,19,65,1,11970,19,65
19037,19,66,8,11970,19,66
19037,19,67,3,11970,19,67
19037,19,68,3,11970,19,68
19037,19,69,1,11970,19,69
19037,19,70,0,11970,19,70
19037,19,71,0,11970,19,71
19037,19,72,3,11970,19,72
19037,19,73,2,11970,19,73
19037,19,74,2,11970,19,74
19037,19,75,1,11970,19,75
19037,19,76,0,11970,19,76
19037,19,77,5,11970,19,77
19037,19,78,3,11970,19,78
19037,19,79,11,11970,19,79
19037,19,80,20,11970,19,80
19037,19,81,14,11970,19,81
19037,19,82,14,11970,19,82
19037,19,83,17,11970,19,83
19037,19,84,16,11970,19,84
19037,19,85,23,11970,19,85
19037,19,86,41,11970,19,86
19037,19,87,49,11970,19,87
19037,19,88,58,11970,19,88
19037,19,89,41,11970,19,89
19037,19,90,29,11970,19,90
19037,19,91,21,11970,19,91
19037,19,92,31,11970,19,92
19037,19,93,51,11970,19,93
19037,19,94,52,11970,19,94
19037,19,95,48,11970,19,95
19037,19,96,50,11970,19,96
19037,19,97,77,11970,19,97
19037,19,98,74,11970,19,98
19037,19,99,51,11970,19,99
19037,19,100,26,11970,19,100
19037,19,101,60,11970,19,101
19037,19,102,114,11970,19,102
19037,19,103,121,11970,19,103
19037,19,104,143,11970,19,104
19037,19,105,60,11970,19,105
19037,19,106,39,11970,19,106
19037,19,107,0,11970,19,107
19037,19,108,41,11970,19,108
19037,19,109,11,11970,19,109
19037,19,110,4,11970,19,110
19037,19,111,4,11970,19,111
19037,19,112,0,11970,19,112
19037,19,113,2,11970,19,113
19037,19,114,3,11970,19,114
19037,19,115,3,11970,19,115
19037,19,116,2,11970,19,116
19037,19,117,6,11970,19,117
19037,19,118,4,11970,19,118
19037,19,119,10,11970,19,119
19037,19,120,6,11970,19,120
19037,19,121,17,11970,19,121
19037,19,122,12,11970,19,122
19037,19,123,17,11970,19,123
19037,19,124,13,11970,19,124
19037,19,125,17,11970,19,125
19037,19,126,8,11970,19,126
19039,20,1,0,9726,20,1
19039,20,2,0,9726,20,2
19039,20,3,0,9726,20,3
19039,20,4,0,9726,20,4
19039,20,5,0,9726,20,5
19039,20,6,0,9726,20,6
19039,20,7,0,9726,20,7
19039,20,8,0,9726,20,8
19039,20,9,0,9726,20,9
19039,20,10,1,9726,20,10
19039,20,11,1,9726,20,11
19039,20,12,0,9726,20,12
19039,20,13,0,9726,20,13
19039,20,14,2,9726,20,14
19039,20,15,7,9726,20,15
19039,20,16,13,9726,20,16
19039,20,17,20,9726,20,17
19039,20,18,22,9726,20,18
19039,20,19,19,9726,20,19
19039,20,20,6,9726,20,20
19039,20,21,22,9726,20,21
19039,20,22,14,9726,20,22
19039,20,23,10,9726,20,23
19039,20,24,11,9726,20,24
19039,20,25,7,9726,20,25
19039,20,26,16,9726,20,26
19039,20,27,20,9726,20,27
19039,20,28,15,9726,20,28
19039,20,29,6,9726,20,29
19039,20,30,12,9726,20,30
19039,20,31,19,9726,20,31
19039,20,32,5,9726,20,32
19039,20,33,3,9726,20,33
19039,20,34,13,9726,20,34
19039,20,35,6,9726,20,35
19039,20,36,8,9726,20,36
19039,20,37,19,9726,20,37
19039,20,38,28,9726,20,38
19039,20,39,33,9726,20,39
19039,20,40,20,9726,20,40
19039,20,41,30,9726,20,41
19039,20,42,38,9726,20,42
19039,20,43,21,9726,20,43
19039,20,44,34,9726,20,44
19039,20,45,39,9726,20,45
19039,20,46,31,9726,20,46
19039,20,47,62,9726,20,47
19039,20,48,48,9726,20,48
19039,20,49,47,9726,20,49
19039,20,50,40,9726,20,50
19039,20,51,30,9726,20,51
19039,20,52,25,9726,20,52
19039,20,53,50,9726,20,53
19039,20,54,25,9726,20,54
19039,20,55,21,9726,20,55
19039,20,56,17,9726,20,56
19039,20,57,12,9726,20,57
19039,20,58,9,9726,20,58
19039,20,59,8,9726,20,59
19039,20,60,1,9726,20,60
19039,20,61,9,9726,20,61
19039,20,62,3,9726,20,62
19039,20,63,2,9726,20,63
19039,20,64,5,9726,20,64
19039,20,65,2,9726,20,65
19039,20,66,11,9726,20,66
19039,20,67,3,9726,20,67
19039,20,68,2,9726,20,68
19039,20,69,1,9726,20,69
19039,20,70,1,9726,20,70
19039,20,71,3,9726,20,71
19039,20,72,1,9726,20,72
19039,20,73,2,9726,20,73
19039,20,74,2,9726,20,74
19039,20,75,8,9726,20,75
19039,20,76,1,9726,20,76
19039,20,77,2,9726,20,77
19039,20,78,2,9726,20,78
19039,20,79,14,9726,20,79
19039,20,80,24,9726,20,80
19039,20,81,27,9726,20,81
19039,20,82,34,9726,20,82
19039,20,83,34,9726,20,83
19039,20,84,51,9726,20,84
19039,20,85,40,9726,20,85
19039,20,86,52,9726,20,86
19039,20,87,42,9726,20,87
19039,20,88,39,9726,20,88
19039,20,89,17,9726,20,89
19039,20,90,13,9726,20,90
19039,20,91,25,9726,20,91
19039,20,92,44,9726,20,92
19039,20,93,46,9726,20,93
19039,20,94,36,9726,20,94
19039,20,95,48,9726,20,95
19039,20,96,27,9726,20,96
19039,20,97,36,9726,20,97
19039,20,98,38,9726,20,98
19039,20,99,32,9726,20,99
19039,20,100,36,9726,20,100
19039,20,101,47,9726,20,101
19039,20,102,50,9726,20,102
19039,20,103,99,9726,20,103
19039,20,104,95,9726,20,104
19039,20,105,69,9726,20,105
19039,20,106,54,9726,20,106
19039,20,107,0,9726,20,107
19039,20,108,43,9726,20,108
19039,20,109,6,9726,20,109
19039,20,110,8,9726,20,110
19039,20,111,4,9726,20,111
19039,20,112,2,9726,20,112
19039,20,113,0,9726,20,113
19039,20,114,4,9726,20,114
19039,20,115,1,9726,20,115
19039,20,116,1,9726,20,116
19039,20,117,0,9726,20,117
19039,20,118,1,9726,20,118
19039,20,119,6,9726,20,119
19039,20,120,11,9726,20,120
19039,20,121,5,9726,20,121
19039,20,122,6,9726,20,122
19039,20,123,13,9726,20,123
19039,20,124,8,9726,20,124
19039,20,125,12,9726,20,125
19039,20,126,7,9726,20,126
19041,21,1,0,16333,21,1
19041,21,2,0,16333,21,2
19041,21,3,0,16333,21,3
19041,21,4,0,16333,21,4
19041,21,5,0,16333,21,5
19041,21,6,0,16333,21,6
19041,21,7,0,16333,21,7
19041,21,8,0,16333,21,8
19041,21,9,2,16333,21,9
19041,21,10,0,16333,21,10
19041,21,11,0,16333,21,11
19041,21,12,1,16333,21,12
19041,21,13,1,16333,21,13
19041,21,14,4,16333,21,14
19041,21,15,1,16333,21,15
19041,21,16,0,16333,21,16
19041,21,17,4,16333,21,17
19041,21,18,12,16333,21,18
19041,21,19,15,16333,21,19
19041,21,20,46,16333,21,20
19041,21,21,27,16333,21,21
19041,21,22,14,16333,21,22
19041,21,23,16,16333,21,23
19041,21,24,10,16333,21,24
19041,21,25,9,16333,21,25
19041,21,26,6,16333,21,26
19041,21,27,7,16333,21,27
19041,21,28,28,16333,21,28
19041,21,29,20,16333,21,29
19041,21,30,13,16333,21,30
19041,21,31,3,16333,21,31
19041,21,32,7,16333,21,32
19041,21,33,20,16333,21,33
19041,21,34,44,16333,21,34
19041,21,35,49,16333,21,35
19041,21,36,44,16333,21,36
19041,21,37,52,16333,21,37
19041,21,38,47,16333,21,38
19041,21,39,49,16333,21,39
19041,21,40,94,16333,21,40
19041,21,41,164,16333,21,41
19041,21,42,151,16333,21,42
19041,21,43,137,16333,21,43
19041,21,44,133,16333,21,44
19041,21,45,124,16333,21,45
19041,21,46,101,16333,21,46
19041,21,47,53,16333,21,47
19041,21,48,29,16333,21,48
19041,21,49,59,16333,21,49
19041,21,50,53,16333,21,50
19041,21,51,52,16333,21,51
19041,21,52,41,16333,21,52
19041,21,53,28,16333,21,53
19041,21,54,36,16333,21,54
19041,21,55,14,16333,21,55
19041,21,56,8,16333,21,56
19041,21,57,10,16333,21,57
19041,21,58,43,16333,21,58
19041,21,59,33,16333,21,59
19041,21,60,53,16333,21,60
19041,21,61,62,16333,21,61
19041,21,62,39,16333,21,62
19041,21,63,27,16333,21,63
19041,21,64,33,16333,21,64
19041,21,65,14,16333,21,65
19041,21,66,5,16333,21,66
19041,21,67,8,16333,21,67
19041,21,68,3,16333,21,68
19041,21,69,2,16333,21,69
19041,21,70,1,16333,21,70
19041,21,71,4,16333,21,71
19041,21,72,1,16333,21,72
19041,21,73,1,16333,21,73
19041,21,74,1,16333,21,74
19041,21,75,3,16333,21,75
19041,21,76,1,16333,21,76
19041,21,77,1,16333,21,77
19041,21,78,6,16333,21,78
19041,21,79,4,16333,21,79
19041,21,80,10,16333,21,80
19041,21,81,15,16333,21,81
19041,21,82,33,16333,21,82
19041,21,83,43,16333,21,83
19041,21,84,77,16333,21,84
19041,21,85,96,16333,21,85
19041,21,86,99,16333,21,86
19041,21,87,100,16333,21,87
19041,21,88,54,16333,21,88
19041,21,89,36,16333,21,89
19041,21,90,45,16333,21,90
19041,21,91,45,16333,21,91
19041,21,92,29,16333,21,92
19041,21,93,34,16333,21,93
19041,21,94,34,16333,21,94
19041,21,95,22,16333,21,95
19041,21,96,23,16333,21,96
19041,21,97,34,16333,21,97
19041,21,98,38,16333,21,98
19041,21,99,36,16333,21,99
19041,21,100,34,16333,21,100
19041,21,101,81,16333,21,101
19041,21,102,153,16333,21,102
19041,21,103,208,16333,21,103
19041,21,104,229,16333,21,104
19041,21,105,149,16333,21,105
19041,21,106,70,16333,21,106
19041,21,107,0,16333,21,107
19041,21,108,46,16333,21,108
19041,21,109,20,16333,21,109
19041,21,110,8,16333,21,110
19041,21,111,5,16333,21,111
19041,21,112,1,16333,21,112
19041,21,113,2,16333,21,113
19041,21,114,2,16333,21,114
19041,21,115,0,16333,21,115
19041,21,116,7,16333,21,116
19041,21,117,6,16333,21,117
19041,21,118,6,16333,21,118
19041,21,119,7,16333,21,119
19041,21,120,10,16333,21,120
19041,21,121,12,16333,21,121
19041,21,122,19,16333,21,122
19041,21,123,12,16333,21,123
19041,21,124,16,16333,21,124
19041,21,125,12,16333,21,125
19041,21,126,15,16333,21,126
19043,22,1,0,16996,22,1
19043,22,2,0,16996,22,2
19043,22,3,0,16996,22,3
19043,22,4,0,16996,22,4
19043,22,5,0,16996,22,5
19043,22,6,0,16996,22,6
19043,22,7,0,16996,22,7
19043,22,8,1,16996,22,8
19043,22,9,1,16996,22,9
19043,22,10,3,16996,22,10
19043,22,11,2,16996,22,11
19043,22,12,1,16996,22,12
19043,22,13,6,16996,22,13
19043,22,14,5,16996,22,14
19043,22,15,9,16996,22,15
19043,22,16,2,16996,22,16
19043,22,17,1,16996,22,17
19043,22,18,3,16996,22,18
19043,22,19,0,16996,22,19
19043,22,20,1,16996,22,20
19043,22,21,0,16996,22,21
19043,22,22,4,16996,22,22
19043,22,23,7,16996,22,23
19043,22,24,6,16996,22,24
19043,22,25,14,16996,22,25
19043,22,26,18,16996,22,26
19043,22,27,17,16996,22,27
19043,22,28,7,16996,22,28
19043,22,29,24,16996,22,29
19043,22,30,40,16996,22,30
19043,22,31,14,16996,22,31
19043,22,32,18,16996,22,32
19043,22,33,20,16996,22,33
19043,22,34,14,16996,22,34
19043,22,35,35,16996,22,35
19043,22,36,28,16996,22,36
19043,22,37,27,16996,22,37
19043,22,38,36,16996,22,38
19043,22,39,101,16996,22,39
19043,22,40,171,16996,22,40
19043,22,41,125,16996,22,41
19043,22,42,159,16996,22,42
19043,22,43,132,16996,22,43
19043,22,44,92,16996,22,44
19043,22,45,88,16996,22,45
19043,22,46,53,16996,22,46
19043,22,47,38,16996,22,47
19043,22,48,50,16996,22,48
19043,22,49,83,16996,22,49
19043,22,50,42,16996,22,50
19043,22,51,20,16996,22,51
19043,22,52,29,16996,22,52
19043,22,53,18,16996,22,53
19043,22,54,9,16996,22,54
19043,22,55,13,16996,22,55
19043,22,56,7,16996,22,56
19043,22,57,6,16996,22,57
19043,22,58,4,16996,22,58
19043,22,59,12,16996,22,59
19043,22,60,4,16996,22,60
19043,22,61,7,16996,22,61
19043,22,62,25,16996,22,62
19043,22,63,11,16996,22,63
19043,22,64,10,16996,22,64
19043,22,65,9,16996,22,65
19043,22,66,10,16996,22,66
19043,22,67,3,16996,22,67
19043,22,68,1,16996,22,68
19043,22,69,7,16996,22,69
19043,22,70,1,16996,22,70
19043,22,71,6,16996,22,71
19043,22,72,0,16996,22,72
19043,22,73,1,16996,22,73
19043,22,74,1,16996,22,74
19043,22,75,4,16996,22,75
19043,22,76,7,16996,22,76
19043,22,77,7,16996,22,77
19043,22,78,2,16996,22,78
19043,22,79,13,16996,22,79
19043,22,80,17,16996,22,80
19043,22,81,22,16996,22,81
19043,22,82,24,16996,22,82
19043,22,83,31,16996,22,83
19043,22,84,42,16996,22,84
19043,22,85,63,16996,22,85
19043,22,86,53,16996,22,86
19043,22,87,35,16996,22,87
19043,22,88,35,16996,22,88
19043,22,89,33,16996,22,89
19043,22,90,45,16996,22,90
19043,22,91,39,16996,22,91
19043,22,92,63,16996,22,92
19043,22,93,64,16996,22,93
19043,22,94,68,16996,22,94
19043,22,95,74,16996,22,95
19043,22,96,72,16996,22,96
19043,22,97,80,16996,22,97
19043,22,98,40,16996,22,98
19043,22,99,86,16996,22,99
19043,22,100,46,16996,22,100
19043,22,101,81,16996,22,101
19043,22,102,91,16996,22,102
19043,22,103,115,16996,22,103
19043,22,104,128,16996,22,104
19043,22,105,98,16996,22,105
19043,22,106,60,16996,22,106
19043,22,107,0,16996,22,107
19043,22,108,79,16996,22,108
19043,22,109,16,16996,22,109
19043,22,110,6,16996,22,110
19043,22,111,2,16996,22,111
19043,22,112,1,16996,22,112
19043,22,113,2,16996,22,113
19043,22,114,11,16996,22,114
19043,22,115,4,16996,22,115
19043,22,116,6,16996,22,116
19043,22,117,6,16996,22,117
19043,22,118,8,16996,22,118
19043,22,119,19,16996,22,119
19043,22,120,8,16996,22,120
19043,22,121,5,16996,22,121
19043,22,122,14,16996,22,122
19043,22,123,22,16996,22,123
19043,22,124,10,16996,22,124
19043,22,125,18,16996,22,125
19043,22,126,17,16996,22,126
19045,23,1,0,46418,23,1
19045,23,2,0,46418,23,2
19045,23,3,0,46418,23,3
19045,23,4,0,46418,23,4
19045,23,5,0,46418,23,5
19045,23,6,0,46418,23,6
19045,23,7,0,46418,23,7
19045,23,8,0,46418,23,8
19045,23,9,9,46418,23,9
19045,23,10,12,46418,23,10
19045,23,11,18,46418,23,11
19045,23,12,5,46418,23,12
19045,23,13,4,46418,23,13
19045,23,14,5,46418,23,14
19045,23,15,7,46418,23,15
19045,23,16,0,46418,23,16
19045,23,17,0,46418,23,17
19045,23,18,5,46418,23,18
19045,23,19,2,46418,23,19
19045,23,20,3,46418,23,20
19045,23,21,10,46418,23,21
19045,23,22,21,46418,23,22
19045,23,23,19,46418,23,23
19045,23,24,29,46418,23,24
19045,23,25,44,46418,23,25
19045,23,26,77,46418,23,26
19045,23,27,80,46418,23,27
19045,23,28,77,46418,23,28
19045,23,29,157,46418,23,29
19045,23,30,154,46418,23,30
19045,23,31,124,46418,23,31
19045,23,32,88,46418,23,32
19045,23,33,70,46418,23,33
19045,23,34,76,46418,23,34
19045,23,35,60,46418,23,35
19045,23,36,79,46418,23,36
19045,23,37,75,46418,23,37
19045,23,38,82,46418,23,38
19045,23,39,146,46418,23,39
19045,23,40,233,46418,23,40
19045,23,41,523,46418,23,41
19045,23,42,519,46418,23,42
19045,23,43,318,46418,23,43
19045,23,44,288,46418,23,44
19045,23,45,243,46418,23,45
19045,23,46,201,46418,23,46
19045,23,47,149,46418,23,47
19045,23,48,115,46418,23,48
19045,23,49,147,46418,23,49
19045,23,50,151,46418,23,50
19045,23,51,102,46418,23,51
19045,23,52,116,46418,23,52
19045,23,53,114,46418,23,53
19045,23,54,76,46418,23,54
19045,23,55,56,46418,23,55
19045,23,56,78,46418,23,56
19045,23,57,46,46418,23,57
19045,23,58,29,46418,23,58
19045,23,59,46,46418,23,59
19045,23,60,44,46418,23,60
19045,23,61,78,46418,23,61
19045,23,62,75,46418,23,62
19045,23,63,71,46418,23,63
19045,23,64,63,46418,23,64
19045,23,65,49,46418,23,65
19045,23,66,49,46418,23,66
19045,23,67,34,46418,23,67
19045,23,68,23,46418,23,68
19045,23,69,19,46418,23,69
19045,23,70,7,46418,23,70
19045,23,71,11,46418,23,71
19045,23,72,3,46418,23,72
19045,23,73,1,46418,23,73
19045,23,74,2,46418,23,74
19045,23,75,7,46418,23,75
19045,23,76,8,46418,23,76
19045,23,77,11,46418,23,77
19045,23,78,15,46418,23,78
19045,23,79,23,46418,23,79
19045,23,80,41,46418,23,80
19045,23,81,60,46418,23,81
19045,23,82,69,46418,23,82
19045,23,83,110,46418,23,83
19045,23,84,100,46418,23,84
19045,23,85,139,46418,23,85
19045,23,86,158,46418,23,86
19045,23,87,147,46418,23,87
19045,23,88,154,46418,23,88
19045,23,89,155,46418,23,89
19045,23,90,115,46418,23,90
19045,23,91,123,46418,23,91
19045,23,92,160,46418,23,92
19045,23,93,198,46418,23,93
19045,23,94,162,46418,23,94
19045,23,95,170,46418,23,95
19045,23,96,374,46418,23,96
19045,23,97,305,46418,23,97
19045,23,98,232,46418,23,98
19045,23,99,195,46418,23,99
19045,23,100,152,46418,23,100
19045,23,101,269,46418,23,101
19045,23,102,271,46418,23,102
19045,23,103,668,46418,23,103
19045,23,104,593,46418,23,104
19045,23,105,316,46418,23,105
19045,23,106,198,46418,23,106
19045,23,107,0,46418,23,107
19045,23,108,102,46418,23,108
19045,23,109,53,46418,23,109
19045,23,110,15,46418,23,110
19045,23,111,13,46418,23,111
19045,23,112,3,46418,23,112
19045,23,113,5,46418,23,113
19045,23,114,7,46418,23,114
19045,23,115,11,46418,23,115
19045,23,116,12,46418,23,116
19045,23,117,25,46418,23,117
19045,23,118,40,46418,23,118
19045,23,119,53,46418,23,119
19045,23,120,39,46418,23,120
19045,23,121,47,46418,23,121
19045,23,122,39,46418,23,122
19045,23,123,51,46418,23,123
19045,23,124,45,46418,23,124
19045,23,125,41,46418,23,125
19045,23,126,46,46418,23,126
19047,24,1,0,16453,24,1
19047,24,2,0,16453,24,2
19047,24,3,0,16453,24,3
19047,24,4,0,16453,24,4
19047,24,5,0,16453,24,5
19047,24,6,0,16453,24,6
19047,24,7,0,16453,24,7
19047,24,8,0,16453,24,8
19047,24,9,1,16453,24,9
19047,24,10,5,16453,24,10
19047,24,11,0,16453,24,11
19047,24,12,0,16453,24,12
19047,24,13,15,16453,24,13
19047,24,14,103,16453,24,14
19047,24,15,176,16453,24,15
19047,24,16,119,16453,24,16
19047,24,17,69,16453,24,17
19047,24,18,58,16453,24,18
19047,24,19,42,16453,24,19
19047,24,20,41,16453,24,20
19047,24,21,19,16453,24,21
19047,24,22,22,16453,24,22
19047,24,23,9,16453,24,23
19047,24,24,4,16453,24,24
19047,24,25,6,16453,24,25
19047,24,26,17,16453,24,26
19047,24,27,17,16453,24,27
19047,24,28,13,16453,24,28
19047,24,29,31,16453,24,29
19047,24,30,41,16453,24,30
19047,24,31,35,16453,24,31
19047,24,32,33,16453,24,32
19047,24,33,67,16453,24,33
19047,24,34,111,16453,24,34
19047,24,35,63,16453,24,35
19047,24,36,66,16453,24,36
19047,24,37,84,16453,24,37
19047,24,38,57,16453,24,38
19047,24,39,47,16453,24,39
19047,24,40,91,16453,24,40
19047,24,41,93,16453,24,41
19047,24,42,90,16453,24,42
19047,24,43,66,16453,24,43
19047,24,44,99,16453,24,44
19047,24,45,84,16453,24,45
19047,24,46,87,16453,24,46
19047,24,47,72,16453,24,47
19047,24,48,56,16453,24,48
19047,24,49,97,16453,24,49
19047,24,50,62,16453,24,50
19047,24,51,58,16453,24,51
19047,24,52,36,16453,24,52
19047,24,53,42,16453,24,53
19047,24,54,37,16453,24,54
19047,24,55,23,16453,24,55
19047,24,56,33,16453,24,56
19047,24,57,29,16453,24,57
19047,24,58,27,16453,24,58
19047,24,59,20,16453,24,59
19047,24,60,13,16453,24,60
19047,24,61,8,16453,24,61
19047,24,62,14,16453,24,62
19047,24,63,6,16453,24,63
19047,24,64,11,16453,24,64
19047,24,65,9,16453,24,65
19047,24,66,10,16453,24,66
19047,24,67,20,16453,24,67
19047,24,68,5,16453,24,68
19047,24,69,7,16453,24,69
19047,24,70,3,16453,24,70
19047,24,71,NA,16453,24,71
19047,24,72,5,16453,24,72
19047,24,73,0,16453,24,73
19047,24,74,4,16453,24,74
19047,24,75,9,16453,24,75
19047,24,76,3,16453,24,76
19047,24,77,9,16453,24,77
19047,24,78,27,16453,24,78
19047,24,79,38,16453,24,79
19047,24,80,57,16453,24,80
19047,24,81,57,16453,24,81
19047,24,82,91,16453,24,82
19047,24,83,99,16453,24,83
19047,24,84,75,16453,24,84
19047,24,85,64,16453,24,85
19047,24,86,52,16453,24,86
19047,24,87,14,16453,24,87
19047,24,88,64,16453,24,88
19047,24,89,27,16453,24,89
19047,24,90,20,16453,24,90
19047,24,91,17,16453,24,91
19047,24,92,31,16453,24,92
19047,24,93,33,16453,24,93
19047,24,94,32,16453,24,94
19047,24,95,32,16453,24,95
19047,24,96,18,16453,24,96
19047,24,97,49,16453,24,97
19047,24,98,48,16453,24,98
19047,24,99,43,16453,24,99
19047,24,100,31,16453,24,100
19047,24,101,78,16453,24,101
19047,24,102,174,16453,24,102
19047,24,103,149,16453,24,103
19047,24,104,131,16453,24,104
19047,24,105,132,16453,24,105
19047,24,106,73,16453,24,106
19047,24,107,0,16453,24,107
19047,24,108,39,16453,24,108
19047,24,109,8,16453,24,109
19047,24,110,0,16453,24,110
19047,24,111,5,16453,24,111
19047,24,112,3,16453,24,112
19047,24,113,1,16453,24,113
19047,24,114,6,16453,24,114
19047,24,115,NA,16453,24,115
19047,24,116,1,16453,24,116
19047,24,117,0,16453,24,117
19047,24,118,2,16453,24,118
19047,24,119,11,16453,24,119
19047,24,120,4,16453,24,120
19047,24,121,2,16453,24,121
19047,24,122,NA,16453,24,122
19047,24,123,5,16453,24,123
19047,24,124,NA,16453,24,124
19047,24,125,NA,16453,24,125
19047,24,126,10,16453,24,126
19049,25,1,0,100486,25,1
19049,25,2,0,100486,25,2
19049,25,3,0,100486,25,3
19049,25,4,0,100486,25,4
19049,25,5,0,100486,25,5
19049,25,6,0,100486,25,6
19049,25,7,5,100486,25,7
19049,25,8,2,100486,25,8
19049,25,9,24,100486,25,9
19049,25,10,5,100486,25,10
19049,25,11,6,100486,25,11
19049,25,12,25,100486,25,12
19049,25,13,251,100486,25,13
19049,25,14,326,100486,25,14
19049,25,15,111,100486,25,15
19049,25,16,54,100486,25,16
19049,25,17,67,100486,25,17
19049,25,18,62,100486,25,18
19049,25,19,38,100486,25,19
19049,25,20,72,100486,25,20
19049,25,21,49,100486,25,21
19049,25,22,114,100486,25,22
19049,25,23,119,100486,25,23
19049,25,24,132,100486,25,24
19049,25,25,152,100486,25,25
19049,25,26,104,100486,25,26
19049,25,27,103,100486,25,27
19049,25,28,98,100486,25,28
19049,25,29,115,100486,25,29
19049,25,30,162,100486,25,30
19049,25,31,217,100486,25,31
19049,25,32,112,100486,25,32
19049,25,33,105,100486,25,33
19049,25,34,118,100486,25,34
19049,25,35,124,100486,25,35
19049,25,36,121,100486,25,36
19049,25,37,201,100486,25,37
19049,25,38,157,100486,25,38
19049,25,39,205,100486,25,39
19049,25,40,462,100486,25,40
19049,25,41,821,100486,25,41
19049,25,42,754,100486,25,42
19049,25,43,541,100486,25,43
19049,25,44,443,100486,25,44
19049,25,45,406,100486,25,45
19049,25,46,358,100486,25,46
19049,25,47,292,100486,25,47
19049,25,48,237,100486,25,48
19049,25,49,408,100486,25,49
19049,25,50,404,100486,25,50
19049,25,51,290,100486,25,51
19049,25,52,236,100486,25,52
19049,25,53,266,100486,25,53
19049,25,54,225,100486,25,54
19049,25,55,181,100486,25,55
19049,25,56,159,100486,25,56
19049,25,57,156,100486,25,57
19049,25,58,108,100486,25,58
19049,25,59,109,100486,25,59
19049,25,60,120,100486,25,60
19049,25,61,160,100486,25,61
19049,25,62,90,100486,25,62
19049,25,63,93,100486,25,63
19049,25,64,78,100486,25,64
19049,25,65,87,100486,25,65
19049,25,66,67,100486,25,66
19049,25,67,69,100486,25,67
19049,25,68,41,100486,25,68
19049,25,69,25,100486,25,69
19049,25,70,11,100486,25,70
19049,25,71,21,100486,25,71
19049,25,72,13,100486,25,72
19049,25,73,8,100486,25,73
19049,25,74,7,100486,25,74
19049,25,75,70,100486,25,75
19049,25,76,23,100486,25,76
19049,25,77,45,100486,25,77
19049,25,78,66,100486,25,78
19049,25,79,108,100486,25,79
